LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,ParameterList
1817,Jul,18,17:44:20,elk-anis-test,systemd,1,Started dnf makecache.,9e1f80ca,Started dnf makecache.,[]
1818,Jul,18,17:48:52,elk-anis-test,systemd,1,Starting Cleanup of Temporary Directories...,038a758d,Starting Cleanup of Temporary Directories...,[]
1819,Jul,18,17:48:52,elk-anis-test,systemd-tmpfiles,1488,"[/usr/lib/tmpfiles.d/elasticsearch.conf:1] Line references path below legacy directory /var/run/, updating /var/run/elasticsearch → /run/elasticsearch; please update the tmpfiles.d/ drop-in file accordingly.",4a6c0d2b,"[/usr/lib/tmpfiles.d/elasticsearch.conf:1] Line references path below legacy directory /var/run/, updating /var/run/elasticsearch → /run/elasticsearch; please update the tmpfiles.d/ drop-in file accordingly.",[]
1820,Jul,18,17:48:52,elk-anis-test,systemd-tmpfiles,1488,[/usr/lib/tmpfiles.d/elasticsearch.conf:1] Unknown user 'elasticsearch'.,728ff653,[/usr/lib/tmpfiles.d/elasticsearch.conf:1] Unknown user 'elasticsearch'.,[]
1821,Jul,18,17:48:52,elk-anis-test,systemd,1,systemd-tmpfiles-clean.service: Succeeded.,c92539ee,systemd-tmpfiles-clean.service: Succeeded.,[]
1822,Jul,18,17:48:52,elk-anis-test,systemd,1,Started Cleanup of Temporary Directories.,20447797,Started Cleanup of Temporary Directories.,[]
1823,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0003] dhcp4 (eth0): option dhcp_lease_time      => '3600',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0003]', 'dhcp_lease_time', ""=> '3600'""]"
1824,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0004] dhcp4 (eth0): option domain_name          => 'ap-southeast-1.compute.internal',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0004]', 'domain_name', ""=> 'ap-southeast-1.compute.internal'""]"
1825,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0004] dhcp4 (eth0): option domain_name_servers  => '172.31.0.2',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0004]', 'domain_name_servers', ""=> '172.31.0.2'""]"
1826,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0004] dhcp4 (eth0): option expiry               => '1626635022',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0004]', 'expiry', ""=> '1626635022'""]"
1827,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0004] dhcp4 (eth0): option host_name            => 'ip-172-31-17-0',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0004]', 'host_name', ""=> 'ip-172-31-17-0'""]"
1828,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0004] dhcp4 (eth0): option interface_mtu        => '9001',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0004]', 'interface_mtu', ""=> '9001'""]"
1829,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0004] dhcp4 (eth0): option ip_address           => '172.31.17.0',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0004]', 'ip_address', ""=> '172.31.17.0'""]"
1830,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0004] dhcp4 (eth0): option requested_broadcast_address => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0004]', 'requested_broadcast_address', ""=> '1'""]"
1831,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0005] dhcp4 (eth0): option requested_domain_name => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0005]', 'requested_domain_name', ""=> '1'""]"
1832,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0005] dhcp4 (eth0): option requested_domain_name_servers => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0005]', 'requested_domain_name_servers', ""=> '1'""]"
1833,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0005] dhcp4 (eth0): option requested_domain_search => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0005]', 'requested_domain_search', ""=> '1'""]"
1834,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0005] dhcp4 (eth0): option requested_host_name  => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0005]', 'requested_host_name', ""=> '1'""]"
1835,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0005] dhcp4 (eth0): option requested_interface_mtu => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0005]', 'requested_interface_mtu', ""=> '1'""]"
1836,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0005] dhcp4 (eth0): option requested_ms_classless_static_routes => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0005]', 'requested_ms_classless_static_routes', ""=> '1'""]"
1837,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0005] dhcp4 (eth0): option requested_nis_domain => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0005]', 'requested_nis_domain', ""=> '1'""]"
1838,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0005] dhcp4 (eth0): option requested_nis_servers => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0005]', 'requested_nis_servers', ""=> '1'""]"
1839,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0005] dhcp4 (eth0): option requested_ntp_servers => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0005]', 'requested_ntp_servers', ""=> '1'""]"
1840,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0005] dhcp4 (eth0): option requested_rfc3442_classless_static_routes => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0005]', 'requested_rfc3442_classless_static_routes', ""=> '1'""]"
1841,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0006] dhcp4 (eth0): option requested_root_path  => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0006]', 'requested_root_path', ""=> '1'""]"
1842,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0006] dhcp4 (eth0): option requested_routers    => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0006]', 'requested_routers', ""=> '1'""]"
1843,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0006] dhcp4 (eth0): option requested_static_routes => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0006]', 'requested_static_routes', ""=> '1'""]"
1844,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0006] dhcp4 (eth0): option requested_subnet_mask => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0006]', 'requested_subnet_mask', ""=> '1'""]"
1845,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0006] dhcp4 (eth0): option requested_time_offset => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0006]', 'requested_time_offset', ""=> '1'""]"
1846,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0006] dhcp4 (eth0): option requested_wpad       => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0006]', 'requested_wpad', ""=> '1'""]"
1847,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0006] dhcp4 (eth0): option routers              => '172.31.16.1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0006]', 'routers', ""=> '172.31.16.1'""]"
1848,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0006] dhcp4 (eth0): option subnet_mask          => '255.255.240.0',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626631423.0006]', 'subnet_mask', ""=> '255.255.240.0'""]"
1849,Jul,18,18:03:43,elk-anis-test,NetworkManager,831,<info>  [1626631423.0007] dhcp4 (eth0): state changed bound -> extended,c592d122,<info> <*> dhcp4 (eth0): state changed <*> -> <*>,"['<info>', '[1626631423.0007]', 'bound', '-> extended']"
1850,Jul,18,18:03:43,elk-anis-test,dbus-daemon,733,"[system] Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service' requested by ':1.12' (uid=0 pid=831 comm=""/usr/sbin/NetworkManager --no-daemon "")",9637bfe5,"[system] Activating via systemd: service <*> <*> requested by <*> (uid=0 <*> comm=""/usr/sbin/NetworkManager --no-daemon "")","[""name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service'"", ""':1.12'"", 'pid=831']"
1851,Jul,18,18:03:43,elk-anis-test,systemd,1,Starting Network Manager Script Dispatcher Service...,cf670cc6,Starting Network Manager Script Dispatcher Service...,[]
1852,Jul,18,18:03:43,elk-anis-test,dbus-daemon,733,[system] Successfully activated service 'org.freedesktop.nm_dispatcher',de230850,[system] Successfully activated service <*>,"[""'org.freedesktop.nm_dispatcher'""]"
1853,Jul,18,18:03:43,elk-anis-test,systemd,1,Started Network Manager Script Dispatcher Service.,16a3ed3f,Started Network Manager Script Dispatcher Service.,[]
1854,Jul,18,18:03:53,elk-anis-test,systemd,1,NetworkManager-dispatcher.service: Succeeded.,1dad2c1c,NetworkManager-dispatcher.service: Succeeded.,[]
1855,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9904] dhcp4 (eth0): option dhcp_lease_time      => '3600',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9904]', 'dhcp_lease_time', ""=> '3600'""]"
1856,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9905] dhcp4 (eth0): option domain_name          => 'ap-southeast-1.compute.internal',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9905]', 'domain_name', ""=> 'ap-southeast-1.compute.internal'""]"
1857,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9905] dhcp4 (eth0): option domain_name_servers  => '172.31.0.2',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9905]', 'domain_name_servers', ""=> '172.31.0.2'""]"
1858,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9906] dhcp4 (eth0): option expiry               => '1626636822',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9906]', 'expiry', ""=> '1626636822'""]"
1859,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9906] dhcp4 (eth0): option host_name            => 'ip-172-31-17-0',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9906]', 'host_name', ""=> 'ip-172-31-17-0'""]"
1860,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9906] dhcp4 (eth0): option interface_mtu        => '9001',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9906]', 'interface_mtu', ""=> '9001'""]"
1861,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9906] dhcp4 (eth0): option ip_address           => '172.31.17.0',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9906]', 'ip_address', ""=> '172.31.17.0'""]"
1862,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9906] dhcp4 (eth0): option requested_broadcast_address => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9906]', 'requested_broadcast_address', ""=> '1'""]"
1863,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9906] dhcp4 (eth0): option requested_domain_name => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9906]', 'requested_domain_name', ""=> '1'""]"
1864,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9906] dhcp4 (eth0): option requested_domain_name_servers => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9906]', 'requested_domain_name_servers', ""=> '1'""]"
1865,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9906] dhcp4 (eth0): option requested_domain_search => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9906]', 'requested_domain_search', ""=> '1'""]"
1866,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9907] dhcp4 (eth0): option requested_host_name  => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9907]', 'requested_host_name', ""=> '1'""]"
1867,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9907] dhcp4 (eth0): option requested_interface_mtu => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9907]', 'requested_interface_mtu', ""=> '1'""]"
1868,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9907] dhcp4 (eth0): option requested_ms_classless_static_routes => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9907]', 'requested_ms_classless_static_routes', ""=> '1'""]"
1869,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9907] dhcp4 (eth0): option requested_nis_domain => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9907]', 'requested_nis_domain', ""=> '1'""]"
1870,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9907] dhcp4 (eth0): option requested_nis_servers => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9907]', 'requested_nis_servers', ""=> '1'""]"
1871,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9907] dhcp4 (eth0): option requested_ntp_servers => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9907]', 'requested_ntp_servers', ""=> '1'""]"
1872,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9907] dhcp4 (eth0): option requested_rfc3442_classless_static_routes => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9907]', 'requested_rfc3442_classless_static_routes', ""=> '1'""]"
1873,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9907] dhcp4 (eth0): option requested_root_path  => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9907]', 'requested_root_path', ""=> '1'""]"
1874,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9908] dhcp4 (eth0): option requested_routers    => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9908]', 'requested_routers', ""=> '1'""]"
1875,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9908] dhcp4 (eth0): option requested_static_routes => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9908]', 'requested_static_routes', ""=> '1'""]"
1876,Jul,18,18:33:42,elk-anis-test,NetworkManager,831,<info>  [1626633222.9908] dhcp4 (eth0): option requested_subnet_mask => '1',ae50616a,<info> <*> dhcp4 (eth0): option <*> => <*>,"['<info>', '[1626633222.9908]', 'requested_subnet_mask', ""=> '1'""]"
